,count_of_size,Color1,Color2,Color3,Color4,Color5,Product_code
382,13, Puma Black-Harbor Mist-Cherry Tomato, Cherry Tomato, Puma Black, PUMA Black, PUMA White, 376151_01
383,13, Concrete Gray-Flat Dark Gray, Concrete Gray,,,, 379139_03
384,11, Puma White-Puma Black-Puma Team Gold, Puma White,,,, 364669_01
385,12, Granola-Sand Dune-PUMA Black-Spring Fern,,,,, 395033_01
386,12, Cherry Tomato-PUMA Black, Cherry Tomato,,,, 380017_02
387,19, Pink Delight-PUMA Green, Pink Delight,,,, 393473_18
388,19, PUMA White-PUMA Navy,,,,, 394687_01
389,12, For All Time Red-Ultra Blue, PUMA White,,,, 195336_08
390,19, Cobalt Glaze-Pelé Yellow, Pink Delight,,,, 393473_17
391,13, PUMA Black-Pop Red,,,,, 307986_01
392,17, PUMA Black-Gray Tile-Fast Yellow, Cherry Tomato, Puma Black, PUMA Black, PUMA White, 376151_17
393,13, Fall Foliage-Alpine Snow-Cool Light Gray,,,,, 394057_01
394,20, PUMA Black-Asphalt, PUMA Black, Ultra Blue, Yellow Blaze,, 107311_02
395,13, PUMA White-PUMA White, PUMA White,,,, 307751_02
396,19, Alpine Snow-Chocolate Chip-Puma Team Gold, Granola,,,, 393490_03
397,12, PUMA White-PUMA Silver-Cherry Tomato,,,,, 379068_04
398,14, Icy Blue-Warm White, Icy Blue,,,, 393747_02
399,13, PUMA Black, Ultra Blue, Fire Orchid, Yellow Burst, Lime Pow, 377757_01
400,17, PUMA Black-Light Mint-PUMA White, PUMA Black,,,, 307920_02
401,13, Inky Blue-PUMA Black-Neon Sun, Inky Blue, Eucalyptus, Neon Sun, PUMA Black, 377745_03
402,17, PUMA Black-Cayenne-Wood Violet, Cherry Tomato, Puma Black, PUMA Black, PUMA White, 376151_13
403,13, PUMA Black-Shadow Gray, Concrete Gray,,,, 379139_01
404,12, Eucalyptus-Alpine Snow-PUMA Black, Inky Blue, Eucalyptus, Neon Sun, PUMA Black, 377745_04
405,13, PUMA Black-Dark Coal, Inky Blue, Eucalyptus, Neon Sun, PUMA Black, 377745_01
406,17, Rosso Corsa-PUMA White, Rosso Corsa,,,, 307822_02
407,19, PUMA Black-PUMA Black, PUMA Black, PUMA White,,, 389267_17
408,19, Cayenne Pepper-Astro Red,,,,, 393301_02
409,13, Glacial Gray-PUMA Black,,,,, 393286_01
410,13, Frosted Ivory-Granola,,,,, 392721_01
411,19, PUMA Black-PUMA White, PUMA White,,,, 307751_01
412,18, PUMA Black-PUMA White, PUMA Black, Warm White,,, 390932_02
413,21, PUMA Navy,,,,, 379886_01
414,15, PUMA White-PUMA Navy-Lime Squeeze, PUMA White,,,, 379081_03
415,13, PUMA Black-Spectra Green,,,,, 307847_01
416,13, Feather Gray-Warm White,,,,, 393151_01
417,19, PUMA White-Sedate Gray, Feather Gray, PUMA Black, Smokey Gray,, 392982_01
418,13, Day Dream-Yellow Sizzle-Dark Night,,,,, 395121_01
419,15, PUMA White-PUMA White,,,,, 392085_01
420,13, PUMA Black-PUMA White, Eucalyptus,,,, 378687_01
421,17, Cherry Tomato-Puma Black, Cherry Tomato, Puma Black, PUMA Black, PUMA White, 376151_02
422,23, Myrtle-PUMA Black-Yellow Burst, Cherry Tomato, Puma Black, PUMA Black, PUMA White, 376151_22
423,13, PUMA Black-Yellow Burst-Malachite, PUMA Black,,,, 378734_02
424,12, Peacoat-Puma White, Puma White, Peacoat,,, 384139_04
425,13, Sand Dune-Concrete Gray-Granola, Sand Dune,,,, 393306_02
426,12, PUMA White-Ultra Blue, PUMA White,,,, 195336_09
427,15, PUMA White-Pristine,,,,, 392086_01
428,13, PUMA Black,,,,, 392862_01
429,13, PUMA Black-Astro Red-Alpine Snow,,,,, 378457_01
430,13, Eucalyptus-PUMA Black, Eucalyptus,,,, 378687_02
431,19, Rosso Corsa-Frosted Ivory,,,,, 307998_01
432,13, PUMA White-Malachite, Puma White, Puma Black, PUMA White,, 386759_10
433,16, Bold Blue-Dark Clove-Pro Green-Fire Orchid-Koral Ice, Lime Squeeze,,,, 379079_03
434,19, Chocolate Chip-Flaxen,,,,, 393449_02
435,19, PUMA Black-Frosted Ivory,,,,, 393115_02
436,13, Sand Dune-Concrete Gray-Warm White, Sand Dune,,,, 393306_01
437,12, PUMA Black-Pop Red,,,,, 307940_01
438,15, PUMA White-Pristine,,,,, 391966_01
439,12, Dusty Tan,,,,, 378434_02
440,12, PUMA White-PUMA Black, PUMA Black, Warm White,,, 390932_01
441,19, PUMA Black-Warm White, Rosso Corsa,,,, 307826_01
442,15, Lime Squeeze-PUMA White, Lime Squeeze,,,, 379079_05
443,13, PUMA Black-Dark Coal, Neon Sun,,,, 307684_01
444,11, Ultra Blue-Luminous Pink-Luminous Blue,,,,, 107553_01
445,19, PUMA White,,,,, 393114_01
446,19, Rosso Corsa-Warm White, Rosso Corsa,,,, 307826_02
447,14, Fire Orchid-Puma Black, Ultra Blue,,,, 195337_16
448,12, PUMA Black-PUMA Silver,,,,, 378474_01
449,14, Yellow Blaze-PUMA White-PUMA Black, Yellow Blaze,,,, 107422_04
450,12, PUMA Black-Warm White-Gum, Speed Blue, Lavender Alert,,, 399332_01
451,12, Lavender Alert-Burnt Red-Gum, Speed Blue, Lavender Alert,,, 399332_03
452,12, Speed Blue-Lime Pow-Gum, Speed Blue, Lavender Alert,,, 399332_02
453,12, Dark Jasper-Puma Team Gold-PUMA White, Dark Jasper,,,, 398949_02
454,12, Malachite-Puma Team Gold-PUMA White, Dark Jasper,,,, 398949_01
455,12, PUMA White-Malachite-Puma Team Gold,,,,, 397113_01
456,19, Malachite-Warm White, PUMA Black,,,, 397112_01
457,19, PUMA Black-PUMA Black, PUMA Black,,,, 397112_02
458,12, Puma White-Puma White, Puma White,,,, 369155_01
459,12, Puma Black-Puma White, High Risk Red, Marshmallow, Lily Pad, Icy Blue, 381410_01
460,12, Puma White-Puma Black, Puma White,,,, 369155_04
461,11, Puma White-Puma Black, Puma White,,,, 381983_01
462,12, Puma White, Puma Black,,,, 384209_01
463,12, Puma White-Puma White, Puma Black,,,, 373438_01
464,12, High Risk Red-Puma White, High Risk Red, Marshmallow, Lily Pad, Icy Blue, 381410_02
465,12, PUMA White, PUMA Black, PUMA White, PUMA Black,, 392730_01
466,9, Whisper White-ARUBA BLUE,,,,, 392710_01
467,12, PUMA White-Gold-Warm White,,,,, 397089_01
468,17, Puma White-Puma Team Gold, Puma Black,,,, 366408_01
469,12, Puma Black-Puma White, Puma Black,,,, 373438_02
470,12, Puma Black-Puma White,,,,, 380784_01
471,12, Marshmallow-Puma White, High Risk Red, Marshmallow, Lily Pad, Icy Blue, 381410_10
472,12, Dark Myrtle, Dark Myrtle,,,, 399262_02
473,12, Frosty Pink-Ravish-Pearl Pink, Frosty Pink,,,, 393772_05
474,18, Puma Black-Puma Team Gold, Puma Black,,,, 366408_02
475,10, PUMA White-Feather Gray,,,,, 379140_01
476,12, Frosty Pink-Warm White, Frosty Pink,,,, 393772_02
477,10, Puma White-Peyote, Puma White,,,, 381983_02
478,12, Warm White, PUMA Black,,,, 393065_01
479,12, Granola-Warm White, High Risk Red, Marshmallow, Lily Pad, Icy Blue, 381410_90
480,12, PUMA Black,,,,, 396352_02
481,12, Club Navy, Dark Myrtle,,,, 399262_01
482,12, PUMA White,,,,, 394755_02
483,19, Sedate Gray-Pinktastic,,,,, 393078_01
484,12, Frosted Ivory-Warm White-Cashew,,,,, 397090_01
485,12, Iridescent-PUMA White,,,,, 392886_01
486,9, Pristine-Prairie Tan,,,,, 396449_01
487,12, Pristine-Marshmallow,,,,, 385248_01
488,19, Sedate Gray-PUMA White,,,,, 396704_02
489,12, Ash Gray-PUMA White-Yellow Burst-Vivid Violet, Ash Gray,,,, 377540_05
490,15, PUMA White-PUMA White,,,,, 392085_01
491,15, PUMA White-Pristine,,,,, 392086_01
492,12, Vibrant Red, Dusty Tan,,,, 378437_01
493,12, PUMA White-PUMA White-PUMA Gold, PUMA White,,,, 393802_09
494,11, Icy Blue-Ultra Blue, Ash Gray,,,, 377540_04
495,12, Puma White,,,,, 396172_01
496,12, PUMA White-PUMA Black, PUMA Black, PUMA White, PUMA Black,, 392730_04
497,12, PUMA Black, Chocolate,,,, 394786_01
498,12, Puma White-Puma Black-Gray Violet,,,,, 383112_04
499,12, PUMA Black-PUMA White, PUMA Black, PUMA White, PUMA Black,, 392730_08
500,12, PUMA Black, PUMA Black, PUMA White, PUMA Black,, 392730_02
501,12, Fresh Mint-Fast Pink, Cobalt Glaze,,,, 397643_02
502,5, PUMA Black, Frosted Ivory,,,, 389454_04
503,12, PUMA Black-PUMA Silver, PUMA Black, Fire Orchid,,, 378456_01
504,12, Fire Orchid-PUMA Black-PUMA Silver, Fire Orchid,,,, 377758_09
505,12, Eucalyptus-Alpine Snow-PUMA Black, Cool Dark Gray, Eucalyptus, Alpine Snow, Active Red, 377746_04
506,20, Light Aqua-PUMA White,,,,, 378318_02
507,12, Dark Jasper-Warm White,,,,, 371008_27
508,12, Fire Orchid-Ultra Blue,,,,, 376262_21
509,12, PUMA Black-Feather Gray-Gum, PUMA Black,,,, 397647_03
510,12, Icy Blue-PUMA Silver-Regal Blue, Fire Orchid,,,, 377316_07
511,12, PUMA White-Warm White-Dark Jasper, PUMA White,,,, 389853_06
512,12, PUMA Black, PUMA Black,,,, 393065_02
513,21, PUMA Navy,,,,, 379886_01
514,19, Cayenne Pepper-Astro Red,,,,, 393301_02
515,12, Fire Orchid-PUMA Black-Icy Blue, Fire Orchid, Poison Pink,,, 376855_22
516,18, PUMA Black-PUMA White, PUMA Black, Warm White,,, 390932_02
517,13, Alpine Snow-Asphalt-Yellow Blaze, Alpine Snow,,,, 107565_03
518,11, PUMA Black-PUMA White, Fire Orchid,,,, 377758_01
519,13, Ultra Blue-PUMA White-Pro Green, Ultra Blue,,,, 107507_03
520,12, Puma Black, Puma Black,,,, 384209_02
521,12, PUMA White-PUMA Black, PUMA White,,,, 393802_01
522,5, Frosted Ivory, Frosted Ivory,,,, 389454_05
523,11, Ivory Glow-PUMA Navy,,,,, 394920_01
524,12, PUMA White-Frosty Pink,,,,, 395461_11
525,12, Pink Delight-PUMA Green-Gum,,,,, 397858_01
526,12, Warm White-Toasted Almond-Cashew,,,,, 396444_01
527,12, Sugared Almond-PUMA Gold,,,,, 309720_04
528,12, Fire Orchid-PUMA Silver-Icy Blue, Fire Orchid,,,, 377316_09
529,12, Alpine Snow-Ultra Blue-Yellow Burst, Cool Dark Gray, Eucalyptus, Alpine Snow, Active Red, 377746_05
530,12, PUMA White-Cherry Tomato, Cherry Tomato,,,, 309758_01
531,19, Chocolate Chip-Flaxen,,,,, 393449_02
532,12, Koral Ice-Speed Green, Koral Ice,,,, 378482_02
533,19, PUMA Black-Warm White, Rosso Corsa,,,, 307826_01
534,12, PUMA Black-PUMA White-Dark Coal,,,,, 378823_01
535,12, PUMA White-PUMA Black, PUMA Black, Warm White,,, 390932_01
536,19, Rosso Corsa-Warm White, Rosso Corsa,,,, 307826_02
537,13, Cobalt Glaze-PUMA White, Fresh Mint, Vine, Cobalt Glaze, Club Red, 396463_07
538,12, PUMA White-Speed Green, PUMA Black,,,, 378688_02
539,12, PUMA Black-Koral Ice-Speed Green-PUMA Silver, Koral Ice,,,, 378482_01
540,16, Sedate Gray-Sedate Gray, Sedate Gray,,,, 393314_02
541,12, PUMA Black-Bold Blue-Future Pink, PUMA Black,,,, 378688_03
542,12, Cherry Tomato-PUMA Black, Cherry Tomato,,,, 309758_02
543,19, Ultra Orange-PUMA Black,,,,, 378096_02
544,12, PUMA Black-Peach Smoothie-Speed Green, PUMA Black, Fire Orchid,,, 378456_03
545,12, Chocolate, Chocolate,,,, 394786_04
546,12, PUMA White-Warm White,,,,, 394749_01
547,11, Dusty Tan, Dusty Tan,,,, 378437_02
548,, Pelé Yellow-Club Red, Fresh Mint, Vine, Cobalt Glaze, Club Red, 396463_01
549,12, PUMA White-Fire Orchid-PUMA Black, PUMA White, PUMA Black,,, 376169_10
550,12, PUMA White-Icy Blue-Warm White, PUMA White,,,, 393764_03
551,, Club Red-Club Navy, Fresh Mint, Vine, Cobalt Glaze, Club Red, 396463_09
552,12, PUMA Black-Strawberry Burst-Yellow Blaze,,,,, 378454_01
553,12, Vine-Clementine, Fresh Mint, Vine, Cobalt Glaze, Club Red, 396463_05
554,12, PUMA Black-Intense Lavender,,,,, 394508_03
555,12, Cool Dark Gray-Koral Ice, Cool Dark Gray, Eucalyptus, Alpine Snow, Active Red, 377746_03
556,12, PUMA Black-Cool Dark Gray-PUMA Silver,,,,, 378791_01
557,12, Frosted Ivory-PUMA White, PUMA White,,,, 393764_02
558,12, PUMA Black-Cool Dark Gray-PUMA Silver, Cool Dark Gray, Eucalyptus, Alpine Snow, Active Red, 377746_01
559,12, PUMA Black-Fire Orchid,,,,, 377063_04
560,12, PUMA Black-Strawberry Burst-Yellow Blaze,,,,, 378684_01
561,13, Persian Blue-PUMA White-Pro Green, Persian Blue,,,, 107356_03
562,11, Warm White-Bright Melon,,,,, 379114_01
563,19, Persian Blue-Orange Brick,,,,, 393326_01
564,14, PUMA Black-Koral Ice-Speed Green,,,,, 378906_01
565,12, PUMA Black-Platinum Gray, Ash Gray, Dark Jasper,,, 377855_01
566,12, Astro Red-Fire Orchid-PUMA Black,,,,, 377839_02
567,12, Fire Orchid-Ultra Blue, PUMA Black, Fire Orchid,,, 378456_05
568,12, PUMA Black-Purple Pop-Yellow Burst,,,,, 377508_04
569,11, PUMA Black-Cool Cobalt-Pop Red,,,,, 307761_01
570,12, Ash Gray-Alpine Snow-Koral Ice, Ash Gray, Dark Jasper,,, 377855_06
571,13, PUMA White-Fire Orchid-Ultra Blue-PUMA Black, PUMA White,,,, 377787_03
572,13, PUMA Black-Cool Dark Gray,,,,, 377942_01
573,12, Warm White-Yellow Burst-Parakeet Green, PUMA Black, Warm White,,, 390932_09
574,12, PUMA Black,,,,, 379288_01
575,12, Neon Sun-Alpine Snow-PUMA Black, Neon Sun,,,, 307685_04
576,12, Dark Jasper-PUMA Black-Fire Orchid, Ash Gray, Dark Jasper,,, 377855_08
577,12, Ash Gray-PUMA Black-Koral Ice, Neon Sun,,,, 307685_03
578,12, Koral Ice-Cool Mid Gray-PUMA Black,,,,, 378551_04
579,, Active Red-Ocean Tropic-Lime Pow, Cool Dark Gray, Eucalyptus, Alpine Snow, Active Red, 377746_07
580,11, Fire Orchid-Ultra Blue-PUMA White,,,,, 376592_05
581,11, Dusty Tan,,,,, 378435_02
582,14, Ghost Pepper-PUMA Black-Pink Glimmer,,,,, 379115_01
